Week,SKU,Product Name,Category,Unit Price,Units Sold
2024-07-29,C-010,Candles item 10,Candles,22.85,16
2024-08-05,C-010,Candles item 10,Candles,22.85,11
2024-08-12,C-010,Candles item 10,Candles,22.85,16
2024-08-19,C-010,Candles item 10,Candles,22.85,19
2024-08-26,C-010,Candles item 10,Candles,22.85,16
2024-09-02,C-010,Candles item 10,Candles,22.85,9
2024-09-09,C-010,Candles item 10,Candles,22.85,14
2024-09-16,C-010,Candles item 10,Candles,22.85,12
2024-09-23,C-010,Candles item 10,Candles,22.85,18
2024-09-30,C-010,Candles item 10,Candles,22.85,11
2024-10-07,C-010,Candles item 10,Candles,22.85,10
2024-10-14,C-010,Candles item 10,Candles,16.29,18
2024-10-21,C-010,Candles item 10,Candles,17.66,16
2024-10-28,C-010,Candles item 10,Candles,22.85,15
2024-11-04,C-010,Candles item 10,Candles,22.85,8
2024-11-11,C-010,Candles item 10,Candles,22.85,14
2024-11-18,C-010,Candles item 10,Candles,22.85,9
2024-11-25,C-010,Candles item 10,Candles,22.85,9
2024-12-02,C-010,Candles item 10,Candles,22.85,22
2024-12-09,C-010,Candles item 10,Candles,22.85,19
2024-12-16,C-010,Candles item 10,Candles,22.85,12
2024-12-23,C-010,Candles item 10,Candles,22.85,15
2024-01-01,C-011,Candles item 11,Candles,13.89,88
2024-01-08,C-011,Candles item 11,Candles,10.03,111
2024-01-15,C-011,Candles item 11,Candles,13.89,80
2024-01-22,C-011,Candles item 11,Candles,13.89,68
2024-01-29,C-011,Candles item 11,Candles,13.89,89
2024-02-05,C-011,Candles item 11,Candles,13.89,80
2024-02-12,C-011,Candles item 11,Candles,13.89,57
2024-02-19,C-011,Candles item 11,Candles,13.89,82
2024-02-26,C-011,Candles item 11,Candles,13.89,68
2024-03-04,C-011,Candles item 11,Candles,13.89,68
2024-03-11,C-011,Candles item 11,Candles,13.89,80
2024-03-18,C-011,Candles item 11,Candles,13.89,74
2024-03-25,C-011,Candles item 11,Candles,13.89,82
2024-04-01,C-011,Candles item 11,Candles,13.89,81
2024-04-08,C-011,Candles item 11,Candles,9.86,144
2024-04-15,C-011,Candles item 11,Candles,13.89,53
2024-04-22,C-011,Candles item 11,Candles,11.01,90
2024-04-29,C-011,Candles item 11,Candles,13.89,94
2024-05-06,C-011,Candles item 11,Candles,13.89,75
2024-05-13,C-011,Candles item 11,Candles,11.51,117
2024-05-20,C-011,Candles item 11,Candles,13.89,70
2024-05-27,C-011,Candles item 11,Candles,13.89,60
2024-06-03,C-011,Candles item 11,Candles,13.89,101
2024-06-10,C-011,Candles item 11,Candles,13.89,110
2024-06-17,C-011,Candles item 11,Candles,13.89,54
2024-06-24,C-011,Candles item 11,Candles,13.89,67
2024-07-01,C-011,Candles item 11,Candles,13.89,52
2024-07-08,C-011,Candles item 11,Candles,13.89,81
2024-07-15,C-011,Candles item 11,Candles,12.10,98
2024-07-22,C-011,Candles item 11,Candles,13.89,72
2024-07-29,C-011,Candles item 11,Candles,13.89,85
2024-08-05,C-011,Candles item 11,Candles,10.25,128
2024-08-12,C-011,Candles item 11,Candles,13.89,84
2024-08-19,C-011,Candles item 11,Candles,13.89,82
2024-08-26,C-011,Candles item 11,Candles,13.89,80
2024-09-02,C-011,Candles item 11,Candles,11.75,141
2024-09-09,C-011,Candles item 11,Candles,13.89,61
2024-09-16,C-011,Candles item 11,Candles,12.21,101
2024-09-23,C-011,Candles item 11,Candles,13.89,60
2024-09-30,C-011,Candles item 11,Candles,13.89,52
2024-10-07,C-011,Candles item 11,Candles,13.89,77
2024-10-14,C-011,Candles item 11,Candles,13.89,66
2024-10-21,C-011,Candles item 11,Candles,13.89,84
2024-10-28,C-011,Candles item 11,Candles,13.89,87
2024-11-04,C-011,Candles item 11,Candles,13.89,85
2024-11-11,C-011,Candles item 11,Candles,13.89,73
2024-11-18,C-011,Candles item 11,Candles,13.89,77
2024-11-25,C-011,Candles item 11,Candles,13.89,80
2024-12-02,C-011,Candles item 11,Candles,13.89,93
2024-12-09,C-011,Candles item 11,Candles,13.89,55
2024-12-16,C-011,Candles item 11,Candles,13.89,76
2024-12-23,C-011,Candles item 11,Candles,13.89,78
2024-01-01,C-012,Candles item 12,Candles,15.37,93
2024-01-08,C-012,Candles item 12,Candles,21.00,26
2024-01-15,C-012,Candles item 12,Candles,21.00,50
2024-01-22,C-012,Candles item 12,Candles,17.30,71
2024-01-29,C-012,Candles item 12,Candles,21.00,70
2024-02-05,C-012,Candles item 12,Candles,21.00,60
2024-02-12,C-012,Candles item 12,Candles,21.00,42
2024-02-19,C-012,Candles item 12,Candles,21.00,50
2024-02-26,C-012,Candles item 12,Candles,21.00,52
2024-03-04,C-012,Candles item 12,Candles,21.00,34
2024-03-11,C-012,Candles item 12,Candles,21.00,51
2024-03-18,C-012,Candles item 12,Candles,16.77,68
2024-03-25,C-012,Candles item 12,Candles,21.00,56
2024-04-01,C-012,Candles item 12,Candles,21.00,58
2024-04-08,C-012,Candles item 12,Candles,21.00,42
2024-04-15,C-012,Candles item 12,Candles,20.17,51
2024-04-22,C-012,Candles item 12,Candles,20.17,56
2024-04-29,C-012,Candles item 12,Candles,20.17,76
2024-05-06,C-012,Candles item 12,Candles,20.17,62
2024-05-13,C-012,Candles item 12,Candles,20.17,58
2024-05-20,C-012,Candles item 12,Candles,20.17,45
2024-05-27,C-012,Candles item 12,Candles,15.29,101
2024-06-03,C-012,Candles item 12,Candles,20.17,48
2024-06-10,C-012,Candles item 12,Candles,20.17,75
2024-06-17,C-012,Candles item 12,Candles,20.17,51
2024-06-24,C-012,Candles item 12,Candles,18.95,47
2024-07-01,C-012,Candles item 12,Candles,16.19,107
2024-07-08,C-012,Candles item 12,Candles,18.95,55
2024-07-15,C-012,Candles item 12,Candles,18.95,60
2024-07-22,C-012,Candles item 12,Candles,14.55,98
2024-07-29,C-012,Candles item 12,Candles,18.95,68
2024-08-05,C-012,Candles item 12,Candles,18.95,67
2024-08-12,C-012,Candles item 12,Candles,18.95,68
2024-08-19,C-012,Candles item 12,Candles,18.95,44
2024-08-26,C-012,Candles item 12,Candles,18.95,74
2024-09-02,C-012,Candles item 12,Candles,18.95,66
2024-09-09,C-012,Candles item 12,Candles,18.95,73
2024-09-16,C-012,Candles item 12,Candles,18.95,74
2024-09-23,C-012,Candles item 12,Candles,18.95,50
2024-09-30,C-012,Candles item 12,Candles,16.98,99
2024-10-07,C-012,Candles item 12,Candles,18.95,74
2024-10-14,C-012,Candles item 12,Candles,18.95,57
2024-10-21,C-012,Candles item 12,Candles,14.18,98
2024-10-28,C-012,Candles item 12,Candles,18.95,59
2024-11-04,C-012,Candles item 12,Candles,18.95,53
2024-11-11,C-012,Candles item 12,Candles,18.95,47
2024-11-18,C-012,Candles item 12,Candles,18.95,46
2024-11-25,C-012,Candles item 12,Candles,18.95,57
2024-12-02,C-012,Candles item 12,Candles,18.95,57
2024-12-09,C-012,Candles item 12,Candles,18.95,40
2024-12-16,C-012,Candles item 12,Candles,15.51,106
2024-12-23,C-012,Candles item 12,Candles,15.98,102
2024-01-01,C-013,Candles item 13,Candles,9.06,36
2024-01-08,C-013,Candles item 13,Candles,9.06,38
2024-01-15,C-013,Candles item 13,Candles,9.06,47
2024-01-22,C-013,Candles item 13,Candles,7.20,69
2024-01-29,C-013,Candles item 13,Candles,9.06,34
2024-02-05,C-013,Candles item 13,Candles,9.06,52
2024-02-12,C-013,Candles item 13,Candles,9.06,49
2024-02-19,C-013,Candles item 13,Candles,9.06,31
2024-02-26,C-013,Candles item 13,Candles,9.06,48
2024-03-04,C-013,Candles item 13,Candles,9.06,35
2024-03-11,C-013,Candles item 13,Candles,7.62,54
2024-03-18,C-013,Candles item 13,Candles,9.06,41
2024-03-25,C-013,Candles item 13,Candles,9.06,35
2024-04-01,C-013,Candles item 13,Candles,9.06,51
2024-04-08,C-013,Candles item 13,Candles,9.06,33
2024-04-15,C-013,Candles item 13,Candles,11.35,20
2024-04-22,C-013,Candles item 13,Candles,11.35,17
2024-04-29,C-013,Candles item 13,Candles,11.35,24
2024-05-06,C-013,Candles item 13,Candles,11.35,27
2024-05-13,C-013,Candles item 13,Candles,11.35,16
2024-05-20,C-013,Candles item 13,Candles,11.35,23
2024-05-27,C-013,Candles item 13,Candles,9.93,30
2024-06-03,C-013,Candles item 13,Candles,9.10,39
2024-06-10,C-013,Candles item 13,Candles,11.35,28
2024-06-17,C-013,Candles item 13,Candles,11.35,28
2024-06-24,C-013,Candles item 13,Candles,11.35,23
2024-07-01,C-013,Candles item 13,Candles,11.35,16
2024-07-08,C-013,Candles item 13,Candles,11.35,27
2024-07-15,C-013,Candles item 13,Candles,9.70,35
2024-07-22,C-013,Candles item 13,Candles,11.35,20
2024-07-29,C-013,Candles item 13,Candles,11.35,28
2024-08-05,C-013,Candles item 13,Candles,11.88,28
2024-08-12,C-013,Candles item 13,Candles,11.88,25
2024-08-19,C-013,Candles item 13,Candles,11.88,29
2024-08-26,C-013,Candles item 13,Candles,9.38,35
2024-09-02,C-013,Candles item 13,Candles,11.88,15
2024-09-09,C-013,Candles item 13,Candles,11.88,20
2024-09-16,C-013,Candles item 13,Candles,9.81,43
2024-09-23,C-013,Candles item 13,Candles,11.88,25
2024-09-30,C-013,Candles item 13,Candles,11.88,16
2024-10-07,C-013,Candles item 13,Candles,11.88,15
2024-10-14,C-013,Candles item 13,Candles,11.88,22
2024-10-21,C-013,Candles item 13,Candles,11.88,21
2024-10-28,C-013,Candles item 13,Candles,11.88,28
2024-11-04,C-013,Candles item 13,Candles,11.88,33
2024-11-11,C-013,Candles item 13,Candles,11.88,34
2024-11-18,C-013,Candles item 13,Candles,11.88,29
2024-11-25,C-013,Candles item 13,Candles,11.98,24
2024-12-02,C-013,Candles item 13,Candles,11.98,27
2024-12-09,C-013,Candles item 13,Candles,11.98,19
2024-12-16,C-013,Candles item 13,Candles,11.98,21
2024-12-23,C-013,Candles item 13,Candles,11.98,26
2024-01-01,C-014,Candles item 14,Candles,7.62,14
2024-01-08,C-014,Candles item 14,Candles,7.62,17
2024-01-15,C-014,Candles item 14,Candles,7.62,10
2024-01-22,C-014,Candles item 14,Candles,7.62,27
2024-01-29,C-014,Candles item 14,Candles,7.62,13
2024-02-05,C-014,Candles item 14,Candles,7.62,19
2024-02-12,C-014,Candles item 14,Candles,7.62,14
2024-02-19,C-014,Candles item 14,Candles,7.62,11
2024-02-26,C-014,Candles item 14,Candles,6.78,18
2024-03-04,C-014,Candles item 14,Candles,7.62,19
2024-03-11,C-014,Candles item 14,Candles,9.62,13
2024-03-18,C-014,Candles item 14,Candles,9.62,14
2024-03-25,C-014,Candles item 14,Candles,9.62,15
2024-04-01,C-014,Candles item 14,Candles,9.62,10
2024-04-08,C-014,Candles item 14,Candles,9.62,7
2024-04-15,C-014,Candles item 14,Candles,9.62,8
2024-04-22,C-014,Candles item 14,Candles,9.62,6
2024-04-29,C-014,Candles item 14,Candles,9.62,9
2024-05-06,C-014,Candles item 14,Candles,9.62,8
2024-05-13,C-014,Candles item 14,Candles,9.62,8
2024-05-20,C-014,Candles item 14,Candles,7.97,14
2024-05-27,C-014,Candles item 14,Candles,9.62,10
2024-06-03,C-014,Candles item 14,Candles,9.62,8
2024-06-10,C-014,Candles item 14,Candles,6.97,22
2024-06-17,C-014,Candles item 14,Candles,9.62,8
2024-06-24,C-014,Candles item 14,Candles,9.62,14
2024-07-01,C-014,Candles item 14,Candles,8.57,10
2024-07-08,C-014,Candles item 14,Candles,9.62,9
2024-07-15,C-014,Candles item 14,Candles,9.62,10
2024-07-22,C-014,Candles item 14,Candles,7.35,18
2024-07-29,C-014,Candles item 14,Candles,9.62,11
2024-08-05,C-014,Candles item 14,Candles,9.62,16
2024-08-12,C-014,Candles item 14,Candles,9.62,13
2024-08-19,C-014,Candles item 14,Candles,9.62,9
2024-08-26,C-014,Candles item 14,Candles,8.30,16
2024-09-02,C-014,Candles item 14,Candles,9.62,9
2024-09-09,C-014,Candles item 14,Candles,9.62,15
2024-09-16,C-014,Candles item 14,Candles,9.62,11
2024-09-23,C-014,Candles item 14,Candles,9.62,8
2024-09-30,C-014,Candles item 14,Candles,7.55,7
2024-10-07,C-014,Candles item 14,Candles,9.51,9
2024-10-14,C-014,Candles item 14,Candles,9.51,6
2024-10-21,C-014,Candles item 14,Candles,9.51,14
2024-10-28,C-014,Candles item 14,Candles,9.51,9
2024-11-04,C-014,Candles item 14,Candles,9.51,14
2024-11-11,C-014,Candles item 14,Candles,9.51,10
2024-11-18,C-014,Candles item 14,Candles,9.51,11
2024-11-25,C-014,Candles item 14,Candles,7.19,10
2024-12-02,C-014,Candles item 14,Candles,9.51,6
2024-12-09,C-014,Candles item 14,Candles,9.51,10
2024-12-16,C-014,Candles item 14,Candles,9.51,11
2024-12-23,C-014,Candles item 14,Candles,9.51,13
2024-01-01,C-015,Candles item 15,Candles,8.02,15
2024-01-08,C-015,Candles item 15,Candles,6.84,49
2024-01-15,C-015,Candles item 15,Candles,8.02,29
2024-01-22,C-015,Candles item 15,Candles,5.65,56
2024-01-29,C-015,Candles item 15,Candles,8.02,40
2024-02-05,C-015,Candles item 15,Candles,8.02,16
2024-02-12,C-015,Candles item 15,Candles,8.02,21
2024-02-19,C-015,Candles item 15,Candles,8.02,20
2024-02-26,C-015,Candles item 15,Candles,8.02,15
2024-03-04,C-015,Candles item 15,Candles,8.02,13
2024-03-11,C-015,Candles item 15,Candles,6.84,30
2024-03-18,C-015,Candles item 15,Candles,8.02,19
2024-03-25,C-015,Candles item 15,Candles,6.89,22
2024-04-01,C-015,Candles item 15,Candles,8.02,24
2024-04-08,C-015,Candles item 15,Candles,8.02,22
2024-04-15,C-015,Candles item 15,Candles,8.02,24
2024-04-22,C-015,Candles item 15,Candles,8.02,28
2024-04-29,C-015,Candles item 15,Candles,8.02,20
2024-05-06,C-015,Candles item 15,Candles,8.02,22
2024-05-13,C-015,Candles item 15,Candles,8.30,18
2024-05-20,C-015,Candles item 15,Candles,8.30,22
2024-05-27,C-015,Candles item 15,Candles,6.36,31
2024-06-03,C-015,Candles item 15,Candles,8.30,15
2024-06-10,C-015,Candles item 15,Candles,8.30,12
2024-06-17,C-015,Candles item 15,Candles,8.30,26
2024-06-24,C-015,Candles item 15,Candles,8.30,24
2024-07-01,C-015,Candles item 15,Candles,8.30,22
2024-07-08,C-015,Candles item 15,Candles,8.30,23
2024-07-15,C-015,Candles item 15,Candles,8.30,23
2024-07-22,C-015,Candles item 15,Candles,8.30,15
2024-07-29,C-015,Candles item 15,Candles,8.30,30
2024-08-05,C-015,Candles item 15,Candles,8.30,20
2024-08-12,C-015,Candles item 15,Candles,8.30,17
2024-08-19,C-015,Candles item 15,Candles,8.30,19
2024-08-26,C-015,Candles item 15,Candles,8.30,26
2024-09-02,C-015,Candles item 15,Candles,8.30,20
2024-09-09,C-015,Candles item 15,Candles,8.30,18
2024-09-16,C-015,Candles item 15,Candles,8.30,16
2024-09-23,C-015,Candles item 15,Candles,8.30,13
2024-09-30,C-015,Candles item 15,Candles,8.30,19
2024-10-07,C-015,Candles item 15,Candles,8.30,25
2024-10-14,C-015,Candles item 15,Candles,8.30,25
2024-10-21,C-015,Candles item 15,Candles,8.30,22
2024-10-28,C-015,Candles item 15,Candles,8.30,23
2024-11-04,C-015,Candles item 15,Candles,8.30,22
2024-11-11,C-015,Candles item 15,Candles,8.30,11
2024-11-18,C-015,Candles item 15,Candles,8.30,23
2024-11-25,C-015,Candles item 15,Candles,8.30,13
2024-12-02,C-015,Candles item 15,Candles,6.89,31
2024-12-09,C-015,Candles item 15,Candles,8.30,12
2024-12-16,C-015,Candles item 15,Candles,5.78,37
2024-12-23,C-015,Candles item 15,Candles,7.22,26
2024-01-01,C-016,Candles item 16,Candles,15.64,17
2024-01-08,C-016,Candles item 16,Candles,15.64,13
2024-01-15,C-016,Candles item 16,Candles,15.64,18
2024-01-22,C-016,Candles item 16,Candles,15.64,23
2024-01-29,C-016,Candles item 16,Candles,11.78,28
2024-02-05,C-016,Candles item 16,Candles,15.64,18
2024-02-12,C-016,Candles item 16,Candles,15.64,20
2024-02-19,C-016,Candles item 16,Candles,15.64,21
2024-02-26,C-016,Candles item 16,Candles,15.64,18
2024-03-04,C-016,Candles item 16,Candles,11.30,33
2024-03-11,C-016,Candles item 16,Candles,15.64,16
2024-03-18,C-016,Candles item 16,Candles,15.64,23
2024-03-25,C-016,Candles item 16,Candles,15.64,14
2024-04-01,C-016,Candles item 16,Candles,12.13,37
2024-04-08,C-016,Candles item 16,Candles,15.64,26
2024-04-15,C-016,Candles item 16,Candles,15.64,21
2024-04-22,C-016,Candles item 16,Candles,15.64,19
2024-04-29,C-016,Candles item 16,Candles,15.64,21
2024-05-06,C-016,Candles item 16,Candles,15.64,13
2024-05-13,C-016,Candles item 16,Candles,15.64,16
2024-05-20,C-016,Candles item 16,Candles,15.64,19
2024-05-27,C-016,Candles item 16,Candles,11.14,35
2024-06-03,C-016,Candles item 16,Candles,13.90,34
2024-06-10,C-016,Candles item 16,Candles,11.84,26
2024-06-17,C-016,Candles item 16,Candles,15.64,16
2024-06-24,C-016,Candles item 16,Candles,15.64,10
2024-07-01,C-016,Candles item 16,Candles,15.64,18
2024-07-08,C-016,Candles item 16,Candles,15.64,17
2024-07-15,C-016,Candles item 16,Candles,15.64,20
2024-07-22,C-016,Candles item 16,Candles,15.64,20
2024-07-29,C-016,Candles item 16,Candles,15.64,19
2024-08-05,C-016,Candles item 16,Candles,15.64,11
2024-08-12,C-016,Candles item 16,Candles,15.64,19
2024-08-19,C-016,Candles item 16,Candles,15.64,14
2024-08-26,C-016,Candles item 16,Candles,12.92,21
2024-09-02,C-016,Candles item 16,Candles,15.64,20
2024-09-09,C-016,Candles item 16,Candles,15.64,22
2024-09-16,C-016,Candles item 16,Candles,15.64,23
2024-09-23,C-016,Candles item 16,Candles,15.64,13
2024-09-30,C-016,Candles item 16,Candles,15.64,18
2024-10-07,C-016,Candles item 16,Candles,13.55,30
2024-10-14,C-016,Candles item 16,Candles,15.64,17
2024-10-21,C-016,Candles item 16,Candles,15.64,21
2024-10-28,C-016,Candles item 16,Candles,15.64,21
2024-11-04,C-016,Candles item 16,Candles,15.64,20
2024-11-11,C-016,Candles item 16,Candles,15.64,13
2024-11-18,C-016,Candles item 16,Candles,15.64,18
2024-11-25,C-016,Candles item 16,Candles,15.64,14
2024-12-02,C-016,Candles item 16,Candles,15.64,21
2024-12-09,C-016,Candles item 16,Candles,15.64,14
2024-12-16,C-016,Candles item 16,Candles,15.64,17
2024-12-23,C-016,Candles item 16,Candles,15.64,11
2024-01-01,C-017,Candles item 17,Candles,3.63,42
2024-01-08,C-017,Candles item 17,Candles,3.41,41
2024-01-15,C-017,Candles item 17,Candles,4.42,25
2024-01-22,C-017,Candles item 17,Candles,4.42,28
2024-01-29,C-017,Candles item 17,Candles,4.42,23
2024-02-05,C-017,Candles item 17,Candles,4.42,28
2024-02-12,C-017,Candles item 17,Candles,4.42,24
2024-02-19,C-017,Candles item 17,Candles,4.42,29
2024-02-26,C-017,Candles item 17,Candles,4.42,20
2024-03-04,C-017,Candles item 17,Candles,4.42,17
2024-03-11,C-017,Candles item 17,Candles,3.23,57
2024-03-18,C-017,Candles item 17,Candles,4.42,26
2024-03-25,C-017,Candles item 17,Candles,3.54,28
2024-04-01,C-017,Candles item 17,Candles,4.42,21
2024-04-08,C-017,Candles item 17,Candles,3.11,39
2024-04-15,C-017,Candles item 17,Candles,3.59,55
2024-04-22,C-017,Candles item 17,Candles,4.42,30
2024-04-29,C-017,Candles item 17,Candles,4.42,23
2024-05-06,C-017,Candles item 17,Candles,4.42,29
2024-05-13,C-017,Candles item 17,Candles,4.42,16
2024-05-20,C-017,Candles item 17,Candles,4.42,21
2024-05-27,C-017,Candles item 17,Candles,4.42,28
2024-06-03,C-017,Candles item 17,Candles,4.42,14
2024-06-10,C-017,Candles item 17,Candles,4.42,23
2024-06-17,C-017,Candles item 17,Candles,4.42,26
2024-06-24,C-017,Candles item 17,Candles,4.42,25
2024-07-01,C-017,Candles item 17,Candles,4.42,19
2024-07-08,C-017,Candles item 17,Candles,4.42,34
2024-07-15,C-017,Candles item 17,Candles,4.42,36
2024-07-22,C-017,Candles item 17,Candles,4.42,26
2024-07-29,C-017,Candles item 17,Candles,4.42,18
2024-08-05,C-017,Candles item 17,Candles,4.42,26
2024-08-12,C-017,Candles item 17,Candles,4.42,29
2024-08-19,C-017,Candles item 17,Candles,4.42,22
2024-08-26,C-017,Candles item 17,Candles,4.42,19
2024-09-02,C-017,Candles item 17,Candles,4.42,32
2024-09-09,C-017,Candles item 17,Candles,4.42,23
2024-09-16,C-017,Candles item 17,Candles,4.42,14
2024-09-23,C-017,Candles item 17,Candles,4.42,20
2024-09-30,C-017,Candles item 17,Candles,4.42,17
2024-10-07,C-017,Candles item 17,Candles,4.42,26
2024-10-14,C-017,Candles item 17,Candles,4.42,30
2024-10-21,C-017,Candles item 17,Candles,4.42,24
2024-10-28,C-017,Candles item 17,Candles,4.42,25
2024-11-04,C-017,Candles item 17,Candles,4.42,29
2024-11-11,C-017,Candles item 17,Candles,4.42,27
2024-11-18,C-017,Candles item 17,Candles,4.42,29
2024-11-25,C-017,Candles item 17,Candles,4.42,18
2024-12-02,C-017,Candles item 17,Candles,4.42,14
2024-12-09,C-017,Candles item 17,Candles,4.42,17
2024-12-16,C-017,Candles item 17,Candles,4.42,29
2024-12-23,C-017,Candles item 17,Candles,4.42,32
2024-01-01,C-018,Candles item 18,Candles,6.74,36
2024-01-08,C-018,Candles item 18,Candles,8.36,16
2024-01-15,C-018,Candles item 18,Candles,8.36,14
2024-01-22,C-018,Candles item 18,Candles,8.36,23
2024-01-29,C-018,Candles item 18,Candles,8.36,25
2024-02-05,C-018,Candles item 18,Candles,7.04,21
2024-02-12,C-018,Candles item 18,Candles,6.41,39
2024-02-19,C-018,Candles item 18,Candles,9.30,13
2024-02-26,C-018,Candles item 18,Candles,9.30,17
2024-03-04,C-018,Candles item 18,Candles,9.30,15
2024-03-11,C-018,Candles item 18,Candles,9.30,16
2024-03-18,C-018,Candles item 18,Candles,9.30,8
2024-03-25,C-018,Candles item 18,Candles,9.30,15
2024-04-01,C-018,Candles item 18,Candles,9.30,13
2024-04-08,C-018,Candles item 18,Candles,9.30,16
2024-04-15,C-018,Candles item 18,Candles,9.30,18
2024-04-22,C-018,Candles item 18,Candles,6.89,20
2024-04-29,C-018,Candles item 18,Candles,9.30,15
2024-05-06,C-018,Candles item 18,Candles,7.15,31
2024-05-13,C-018,Candles item 18,Candles,9.30,13
2024-05-20,C-018,Candles item 18,Candles,9.30,14
2024-05-27,C-018,Candles item 18,Candles,9.30,15
2024-06-03,C-018,Candles item 18,Candles,9.30,29
2024-06-10,C-018,Candles item 18,Candles,9.10,15
2024-06-17,C-018,Candles item 18,Candles,7.96,20
2024-06-24,C-018,Candles item 18,Candles,9.10,24
2024-07-01,C-018,Candles item 18,Candles,9.10,13
2024-07-08,C-018,Candles item 18,Candles,9.10,19
2024-07-15,C-018,Candles item 18,Candles,9.10,20
2024-07-22,C-018,Candles item 18,Candles,9.10,21
2024-07-29,C-018,Candles item 18,Candles,9.10,5
2024-08-05,C-018,Candles item 18,Candles,6.61,35
2024-08-12,C-018,Candles item 18,Candles,8.01,17
2024-08-19,C-018,Candles item 18,Candles,9.10,17
2024-08-26,C-018,Candles item 18,Candles,9.10,21
2024-09-02,C-018,Candles item 18,Candles,7.47,36
2024-09-09,C-018,Candles item 18,Candles,9.10,19
2024-09-16,C-018,Candles item 18,Candles,9.10,20
2024-09-23,C-018,Candles item 18,Candles,9.10,11
2024-09-30,C-018,Candles item 18,Candles,9.10,23
2024-10-07,C-018,Candles item 18,Candles,9.10,18
2024-10-14,C-018,Candles item 18,Candles,9.10,15
2024-10-21,C-018,Candles item 18,Candles,9.10,24
2024-10-28,C-018,Candles item 18,Candles,9.10,21
2024-11-04,C-018,Candles item 18,Candles,9.10,19
2024-11-11,C-018,Candles item 18,Candles,9.10,25
2024-11-18,C-018,Candles item 18,Candles,9.10,21
2024-11-25,C-018,Candles item 18,Candles,9.10,13
2024-12-02,C-018,Candles item 18,Candles,9.10,17
2024-12-09,C-018,Candles item 18,Candles,9.10,15
2024-12-16,C-018,Candles item 18,Candles,9.10,15
2024-12-23,C-018,Candles item 18,Candles,9.10,12
2024-01-01,C-019,Candles item 19,Candles,3.55,63
2024-01-08,C-019,Candles item 19,Candles,2.66,75
2024-01-15,C-019,Candles item 19,Candles,3.55,47
2024-01-22,C-019,Candles item 19,Candles,3.55,63
2024-01-29,C-019,Candles item 19,Candles,3.55,39
2024-02-05,C-019,Candles item 19,Candles,3.55,45
2024-02-12,C-019,Candles item 19,Candles,3.55,57
2024-02-19,C-019,Candles item 19,Candles,3.55,53
2024-02-26,C-019,Candles item 19,Candles,3.55,42
2024-03-04,C-019,Candles item 19,Candles,3.55,41
2024-03-11,C-019,Candles item 19,Candles,3.55,68
2024-03-18,C-019,Candles item 19,Candles,3.55,50
2024-03-25,C-019,Candles item 19,Candles,2.88,80
2024-04-01,C-019,Candles item 19,Candles,3.55,52
2024-04-08,C-019,Candles item 19,Candles,3.55,53
2024-04-15,C-019,Candles item 19,Candles,3.55,80
2024-04-22,C-019,Candles item 19,Candles,3.55,56
2024-04-29,C-019,Candles item 19,Candles,3.55,71
2024-05-06,C-019,Candles item 19,Candles,3.55,50
2024-05-13,C-019,Candles item 19,Candles,3.55,59
2024-05-20,C-019,Candles item 19,Candles,2.87,99
2024-05-27,C-019,Candles item 19,Candles,3.55,68
2024-06-03,C-019,Candles item 19,Candles,2.73,85
2024-06-10,C-019,Candles item 19,Candles,3.55,57
2024-06-17,C-019,Candles item 19,Candles,3.55,52
2024-06-24,C-019,Candles item 19,Candles,3.55,42
2024-07-01,C-019,Candles item 19,Candles,3.55,52
2024-07-08,C-019,Candles item 19,Candles,3.55,43
2024-07-15,C-019,Candles item 19,Candles,3.55,54
2024-07-22,C-019,Candles item 19,Candles,3.55,41
2024-07-29,C-019,Candles item 19,Candles,3.55,50
2024-08-05,C-019,Candles item 19,Candles,3.55,44
2024-08-12,C-019,Candles item 19,Candles,3.55,48
2024-08-19,C-019,Candles item 19,Candles,3.15,49
2024-08-26,C-019,Candles item 19,Candles,2.75,106
2024-09-02,C-019,Candles item 19,Candles,3.55,58
2024-09-09,C-019,Candles item 19,Candles,3.55,44
2024-09-16,C-019,Candles item 19,Candles,3.55,58
2024-09-23,C-019,Candles item 19,Candles,3.55,43
2024-09-30,C-019,Candles item 19,Candles,3.55,60
2024-10-07,C-019,Candles item 19,Candles,3.55,63
2024-10-14,C-019,Candles item 19,Candles,3.55,66
2024-10-21,C-019,Candles item 19,Candles,3.55,51
2024-10-28,C-019,Candles item 19,Candles,3.55,48
2024-11-04,C-019,Candles item 19,Candles,2.69,108
2024-11-11,C-019,Candles item 19,Candles,3.55,66
2024-11-18,C-019,Candles item 19,Candles,3.55,53
2024-11-25,C-019,Candles item 19,Candles,3.55,47
2024-12-02,C-019,Candles item 19,Candles,3.75,53
2024-12-09,C-019,Candles item 19,Candles,3.27,59
2024-12-16,C-019,Candles item 19,Candles,3.75,45
2024-12-23,C-019,Candles item 19,Candles,3.75,40
2024-01-01,C-020,Candles item 20,Candles,12.05,15
2024-01-08,C-020,Candles item 20,Candles,12.05,21
2024-01-15,C-020,Candles item 20,Candles,12.05,20
2024-01-22,C-020,Candles item 20,Candles,12.05,20
2024-01-29,C-020,Candles item 20,Candles,12.05,8
2024-02-05,C-020,Candles item 20,Candles,12.05,21
2024-02-12,C-020,Candles item 20,Candles,11.72,19
2024-02-19,C-020,Candles item 20,Candles,11.72,20
2024-02-26,C-020,Candles item 20,Candles,11.72,14
