Date,Item Code,Item Name,Department,Price,Qty
2024-07-19,SO-008,Single Origin item 8,Single Origin,4.81,10
2024-07-22,SO-008,Single Origin item 8,Single Origin,6.53,15
2024-07-29,SO-008,Single Origin item 8,Single Origin,6.53,5
2024-07-31,SO-008,Single Origin item 8,Single Origin,6.53,5
2024-08-02,SO-008,Single Origin item 8,Single Origin,6.53,4
2024-08-05,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-08-07,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-08-12,SO-008,Single Origin item 8,Single Origin,6.53,17
2024-08-14,SO-008,Single Origin item 8,Single Origin,6.53,17
2024-08-19,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-08-21,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-08-23,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-08-26,SO-008,Single Origin item 8,Single Origin,5.58,7
2024-08-28,SO-008,Single Origin item 8,Single Origin,5.58,7
2024-08-30,SO-008,Single Origin item 8,Single Origin,5.58,7
2024-09-02,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-09-04,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-09-06,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-09-09,SO-008,Single Origin item 8,Single Origin,6.53,32
2024-09-16,SO-008,Single Origin item 8,Single Origin,6.53,33
2024-09-23,SO-008,Single Origin item 8,Single Origin,6.53,22
2024-09-30,SO-008,Single Origin item 8,Single Origin,6.53,13
2024-10-02,SO-008,Single Origin item 8,Single Origin,6.53,13
2024-10-07,SO-008,Single Origin item 8,Single Origin,6.53,6
2024-10-09,SO-008,Single Origin item 8,Single Origin,6.53,6
2024-10-11,SO-008,Single Origin item 8,Single Origin,6.53,6
2024-10-14,SO-008,Single Origin item 8,Single Origin,6.53,10
2024-10-16,SO-008,Single Origin item 8,Single Origin,6.53,10
2024-10-21,SO-008,Single Origin item 8,Single Origin,6.53,10
2024-10-23,SO-008,Single Origin item 8,Single Origin,6.53,9
2024-10-28,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-10-30,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-11-04,SO-008,Single Origin item 8,Single Origin,6.53,28
2024-11-11,SO-008,Single Origin item 8,Single Origin,6.53,9
2024-11-13,SO-008,Single Origin item 8,Single Origin,6.53,9
2024-11-15,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-11-18,SO-008,Single Origin item 8,Single Origin,6.53,10
2024-11-20,SO-008,Single Origin item 8,Single Origin,6.53,10
2024-11-25,SO-008,Single Origin item 8,Single Origin,6.53,12
2024-11-27,SO-008,Single Origin item 8,Single Origin,6.53,12
2024-12-02,SO-008,Single Origin item 8,Single Origin,6.53,9
2024-12-04,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-12-06,SO-008,Single Origin item 8,Single Origin,6.53,8
2024-12-09,SO-008,Single Origin item 8,Single Origin,6.53,18
2024-12-11,SO-008,Single Origin item 8,Single Origin,6.53,17
2024-12-16,SO-008,Single Origin item 8,Single Origin,6.53,6
2024-12-18,SO-008,Single Origin item 8,Single Origin,6.53,6
2024-12-20,SO-008,Single Origin item 8,Single Origin,6.53,5
2024-12-23,SO-008,Single Origin item 8,Single Origin,6.53,15
2024-01-01,SO-009,Single Origin item 9,Single Origin,4.22,18
2024-01-03,SO-009,Single Origin item 9,Single Origin,4.22,17
2024-01-08,SO-009,Single Origin item 9,Single Origin,4.22,22
2024-01-10,SO-009,Single Origin item 9,Single Origin,4.22,21
2024-01-15,SO-009,Single Origin item 9,Single Origin,4.22,10
2024-01-17,SO-009,Single Origin item 9,Single Origin,4.22,10
2024-01-19,SO-009,Single Origin item 9,Single Origin,4.22,9
2024-01-22,SO-009,Single Origin item 9,Single Origin,4.22,58
2024-01-29,SO-009,Single Origin item 9,Single Origin,4.32,42
2024-02-05,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-02-07,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-02-12,SO-009,Single Origin item 9,Single Origin,4.88,24
2024-02-14,SO-009,Single Origin item 9,Single Origin,4.88,23
2024-02-19,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-02-21,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-02-23,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-02-26,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-02-28,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-03-01,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-03-04,SO-009,Single Origin item 9,Single Origin,4.88,19
2024-03-06,SO-009,Single Origin item 9,Single Origin,4.88,18
2024-03-11,SO-009,Single Origin item 9,Single Origin,4.39,25
2024-03-13,SO-009,Single Origin item 9,Single Origin,4.39,24
2024-03-18,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-03-20,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-03-22,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-03-25,SO-009,Single Origin item 9,Single Origin,4.88,18
2024-03-27,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-04-01,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-04-03,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-04-05,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-04-08,SO-009,Single Origin item 9,Single Origin,4.11,14
2024-04-10,SO-009,Single Origin item 9,Single Origin,4.11,14
2024-04-12,SO-009,Single Origin item 9,Single Origin,4.11,13
2024-04-15,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-04-17,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-04-22,SO-009,Single Origin item 9,Single Origin,4.22,39
2024-04-29,SO-009,Single Origin item 9,Single Origin,4.88,29
2024-05-06,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-05-08,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-05-10,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-05-13,SO-009,Single Origin item 9,Single Origin,4.88,50
2024-05-20,SO-009,Single Origin item 9,Single Origin,4.88,14
2024-05-22,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-05-27,SO-009,Single Origin item 9,Single Origin,4.88,14
2024-05-29,SO-009,Single Origin item 9,Single Origin,4.88,14
2024-05-31,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-06-03,SO-009,Single Origin item 9,Single Origin,4.88,27
2024-06-05,SO-009,Single Origin item 9,Single Origin,4.88,27
2024-06-10,SO-009,Single Origin item 9,Single Origin,4.88,31
2024-06-17,SO-009,Single Origin item 9,Single Origin,4.88,33
2024-06-24,SO-009,Single Origin item 9,Single Origin,4.19,17
2024-06-26,SO-009,Single Origin item 9,Single Origin,4.19,17
2024-06-28,SO-009,Single Origin item 9,Single Origin,4.19,17
2024-07-01,SO-009,Single Origin item 9,Single Origin,4.88,38
2024-07-08,SO-009,Single Origin item 9,Single Origin,4.88,27
2024-07-10,SO-009,Single Origin item 9,Single Origin,4.88,26
2024-07-15,SO-009,Single Origin item 9,Single Origin,4.88,22
2024-07-17,SO-009,Single Origin item 9,Single Origin,4.88,22
2024-07-22,SO-009,Single Origin item 9,Single Origin,4.88,30
2024-07-29,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-07-31,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-08-02,SO-009,Single Origin item 9,Single Origin,4.88,10
2024-08-05,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-08-07,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-08-12,SO-009,Single Origin item 9,Single Origin,4.88,14
2024-08-14,SO-009,Single Origin item 9,Single Origin,4.88,14
2024-08-16,SO-009,Single Origin item 9,Single Origin,4.88,14
2024-08-19,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-08-21,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-08-23,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-08-26,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-08-28,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-08-30,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-09-02,SO-009,Single Origin item 9,Single Origin,3.78,34
2024-09-09,SO-009,Single Origin item 9,Single Origin,4.88,27
2024-09-16,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-09-18,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-09-20,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-09-23,SO-009,Single Origin item 9,Single Origin,4.88,22
2024-09-25,SO-009,Single Origin item 9,Single Origin,4.88,22
2024-09-30,SO-009,Single Origin item 9,Single Origin,4.01,36
2024-10-07,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-10-09,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-10-11,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-10-14,SO-009,Single Origin item 9,Single Origin,4.88,48
2024-10-21,SO-009,Single Origin item 9,Single Origin,4.88,19
2024-10-23,SO-009,Single Origin item 9,Single Origin,4.88,19
2024-10-28,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-10-30,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-11-01,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-11-04,SO-009,Single Origin item 9,Single Origin,4.88,25
2024-11-06,SO-009,Single Origin item 9,Single Origin,4.88,24
2024-11-11,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-11-13,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-11-15,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-11-18,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-11-20,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-11-22,SO-009,Single Origin item 9,Single Origin,4.88,11
2024-11-25,SO-009,Single Origin item 9,Single Origin,4.88,19
2024-11-27,SO-009,Single Origin item 9,Single Origin,4.88,19
2024-12-02,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-12-04,SO-009,Single Origin item 9,Single Origin,4.88,13
2024-12-06,SO-009,Single Origin item 9,Single Origin,4.88,12
2024-12-09,SO-009,Single Origin item 9,Single Origin,4.88,16
2024-12-11,SO-009,Single Origin item 9,Single Origin,4.88,15
2024-12-13,SO-009,Single Origin item 9,Single Origin,4.88,15
2024-12-16,SO-009,Single Origin item 9,Single Origin,4.88,18
2024-12-18,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-12-23,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-12-25,SO-009,Single Origin item 9,Single Origin,4.88,17
2024-01-01,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-01-03,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-01-08,SO-010,Single Origin item 10,Single Origin,12.26,3
2024-01-10,SO-010,Single Origin item 10,Single Origin,12.26,2
2024-01-15,SO-010,Single Origin item 10,Single Origin,12.26,3
2024-01-17,SO-010,Single Origin item 10,Single Origin,12.26,3
2024-01-19,SO-010,Single Origin item 10,Single Origin,12.26,2
2024-01-22,SO-010,Single Origin item 10,Single Origin,12.26,6
2024-01-24,SO-010,Single Origin item 10,Single Origin,12.26,5
2024-01-29,SO-010,Single Origin item 10,Single Origin,12.26,5
2024-01-31,SO-010,Single Origin item 10,Single Origin,12.26,5
2024-02-05,SO-010,Single Origin item 10,Single Origin,12.26,18
2024-02-12,SO-010,Single Origin item 10,Single Origin,8.98,10
2024-02-19,SO-010,Single Origin item 10,Single Origin,8.97,3
2024-02-21,SO-010,Single Origin item 10,Single Origin,8.97,2
2024-02-23,SO-010,Single Origin item 10,Single Origin,8.97,2
2024-02-26,SO-010,Single Origin item 10,Single Origin,12.26,8
2024-03-04,SO-010,Single Origin item 10,Single Origin,12.26,5
2024-03-06,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-03-11,SO-010,Single Origin item 10,Single Origin,12.26,5
2024-03-13,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-03-18,SO-010,Single Origin item 10,Single Origin,12.26,7
2024-03-25,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-03-27,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-03-29,SO-010,Single Origin item 10,Single Origin,12.26,4
2024-04-01,SO-010,Single Origin item 10,Single Origin,9.37,3
2024-04-03,SO-010,Single Origin item 10,Single Origin,9.37,2
2024-04-08,SO-010,Single Origin item 10,Single Origin,9.42,14
2024-04-15,SO-010,Single Origin item 10,Single Origin,9.42,6
2024-04-17,SO-010,Single Origin item 10,Single Origin,9.42,6
2024-04-19,SO-010,Single Origin item 10,Single Origin,9.42,5
2024-04-22,SO-010,Single Origin item 10,Single Origin,9.42,8
2024-04-24,SO-010,Single Origin item 10,Single Origin,9.42,7
2024-04-29,SO-010,Single Origin item 10,Single Origin,9.42,8
2024-05-01,SO-010,Single Origin item 10,Single Origin,9.42,8
2024-05-06,SO-010,Single Origin item 10,Single Origin,9.42,4
2024-05-08,SO-010,Single Origin item 10,Single Origin,9.42,4
2024-05-10,SO-010,Single Origin item 10,Single Origin,9.42,3
2024-05-13,SO-010,Single Origin item 10,Single Origin,9.42,4
2024-05-15,SO-010,Single Origin item 10,Single Origin,9.42,4
2024-05-17,SO-010,Single Origin item 10,Single Origin,9.42,4
2024-05-20,SO-010,Single Origin item 10,Single Origin,8.96,20
2024-05-27,SO-010,Single Origin item 10,Single Origin,8.96,14
2024-06-03,SO-010,Single Origin item 10,Single Origin,6.46,6
2024-06-05,SO-010,Single Origin item 10,Single Origin,6.46,5
2024-06-07,SO-010,Single Origin item 10,Single Origin,6.46,5
2024-06-10,SO-010,Single Origin item 10,Single Origin,8.96,8
2024-06-17,SO-010,Single Origin item 10,Single Origin,7.82,18
2024-06-24,SO-010,Single Origin item 10,Single Origin,8.96,4
2024-06-26,SO-010,Single Origin item 10,Single Origin,8.96,3
2024-07-01,SO-010,Single Origin item 10,Single Origin,8.96,3
2024-07-03,SO-010,Single Origin item 10,Single Origin,8.96,3
2024-07-05,SO-010,Single Origin item 10,Single Origin,8.96,2
2024-07-08,SO-010,Single Origin item 10,Single Origin,8.96,13
2024-07-15,SO-010,Single Origin item 10,Single Origin,8.96,4
2024-07-17,SO-010,Single Origin item 10,Single Origin,8.96,4
2024-07-19,SO-010,Single Origin item 10,Single Origin,8.96,3
2024-07-22,SO-010,Single Origin item 10,Single Origin,8.96,8
2024-07-24,SO-010,Single Origin item 10,Single Origin,8.96,7
2024-07-29,SO-010,Single Origin item 10,Single Origin,8.96,14
2024-08-05,SO-010,Single Origin item 10,Single Origin,7.87,10
2024-08-07,SO-010,Single Origin item 10,Single Origin,7.87,10
2024-08-12,SO-010,Single Origin item 10,Single Origin,9.16,11
2024-08-19,SO-010,Single Origin item 10,Single Origin,7.43,5
2024-08-21,SO-010,Single Origin item 10,Single Origin,7.43,5
2024-08-26,SO-010,Single Origin item 10,Single Origin,9.16,2
2024-08-28,SO-010,Single Origin item 10,Single Origin,9.16,2
2024-08-30,SO-010,Single Origin item 10,Single Origin,9.16,2
2024-09-02,SO-010,Single Origin item 10,Single Origin,9.16,12
2024-09-09,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-09-11,SO-010,Single Origin item 10,Single Origin,9.16,4
2024-09-13,SO-010,Single Origin item 10,Single Origin,9.16,4
2024-09-16,SO-010,Single Origin item 10,Single Origin,9.16,3
2024-09-18,SO-010,Single Origin item 10,Single Origin,9.16,3
2024-09-20,SO-010,Single Origin item 10,Single Origin,9.16,2
2024-09-23,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-09-25,SO-010,Single Origin item 10,Single Origin,9.16,4
2024-09-30,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-10-02,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-10-04,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-10-07,SO-010,Single Origin item 10,Single Origin,9.16,17
2024-10-14,SO-010,Single Origin item 10,Single Origin,6.85,4
2024-10-16,SO-010,Single Origin item 10,Single Origin,6.85,3
2024-10-21,SO-010,Single Origin item 10,Single Origin,6.79,5
2024-10-23,SO-010,Single Origin item 10,Single Origin,6.79,5
2024-10-25,SO-010,Single Origin item 10,Single Origin,6.79,5
2024-10-28,SO-010,Single Origin item 10,Single Origin,9.16,10
2024-11-04,SO-010,Single Origin item 10,Single Origin,7.54,7
2024-11-06,SO-010,Single Origin item 10,Single Origin,7.54,7
2024-11-11,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-11-13,SO-010,Single Origin item 10,Single Origin,9.16,5
2024-11-18,SO-010,Single Origin item 10,Single Origin,9.16,4
2024-11-20,SO-010,Single Origin item 10,Single Origin,9.16,4
2024-11-22,SO-010,Single Origin item 10,Single Origin,9.16,4
2024-11-25,SO-010,Single Origin item 10,Single Origin,9.16,16
2024-12-02,SO-010,Single Origin item 10,Single Origin,9.16,7
2024-12-04,SO-010,Single Origin item 10,Single Origin,9.16,7
2024-12-09,SO-010,Single Origin item 10,Single Origin,7.87,18
2024-12-16,SO-010,Single Origin item 10,Single Origin,9.88,4
2024-12-18,SO-010,Single Origin item 10,Single Origin,9.88,4
2024-12-20,SO-010,Single Origin item 10,Single Origin,9.88,3
2024-12-23,SO-010,Single Origin item 10,Single Origin,9.88,3
2024-12-25,SO-010,Single Origin item 10,Single Origin,9.88,3
2024-01-01,SO-011,Single Origin item 11,Single Origin,15.40,40
2024-01-08,SO-011,Single Origin item 11,Single Origin,15.40,54
2024-01-15,SO-011,Single Origin item 11,Single Origin,11.52,24
2024-01-17,SO-011,Single Origin item 11,Single Origin,11.52,24
2024-01-22,SO-011,Single Origin item 11,Single Origin,13.76,14
2024-01-24,SO-011,Single Origin item 11,Single Origin,13.76,13
2024-01-26,SO-011,Single Origin item 11,Single Origin,13.76,13
2024-01-29,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-01-31,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-02-02,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-02-05,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-02-07,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-02-09,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-02-12,SO-011,Single Origin item 11,Single Origin,15.40,25
2024-02-14,SO-011,Single Origin item 11,Single Origin,15.40,24
2024-02-19,SO-011,Single Origin item 11,Single Origin,15.40,34
2024-02-26,SO-011,Single Origin item 11,Single Origin,11.80,28
2024-02-28,SO-011,Single Origin item 11,Single Origin,11.80,27
2024-03-01,SO-011,Single Origin item 11,Single Origin,11.80,27
2024-03-04,SO-011,Single Origin item 11,Single Origin,15.40,16
2024-03-06,SO-011,Single Origin item 11,Single Origin,15.40,16
2024-03-11,SO-011,Single Origin item 11,Single Origin,15.40,50
2024-03-18,SO-011,Single Origin item 11,Single Origin,13.80,43
2024-03-25,SO-011,Single Origin item 11,Single Origin,11.80,15
2024-03-27,SO-011,Single Origin item 11,Single Origin,11.80,15
2024-03-29,SO-011,Single Origin item 11,Single Origin,11.80,14
2024-04-01,SO-011,Single Origin item 11,Single Origin,15.40,21
2024-04-03,SO-011,Single Origin item 11,Single Origin,15.40,21
2024-04-08,SO-011,Single Origin item 11,Single Origin,15.40,17
2024-04-10,SO-011,Single Origin item 11,Single Origin,15.40,17
2024-04-12,SO-011,Single Origin item 11,Single Origin,15.40,16
2024-04-15,SO-011,Single Origin item 11,Single Origin,15.40,59
2024-04-22,SO-011,Single Origin item 11,Single Origin,15.40,19
2024-04-24,SO-011,Single Origin item 11,Single Origin,15.40,19
2024-04-29,SO-011,Single Origin item 11,Single Origin,15.40,19
2024-05-01,SO-011,Single Origin item 11,Single Origin,15.40,19
2024-05-06,SO-011,Single Origin item 11,Single Origin,11.88,17
2024-05-08,SO-011,Single Origin item 11,Single Origin,11.88,16
2024-05-13,SO-011,Single Origin item 11,Single Origin,15.40,15
2024-05-15,SO-011,Single Origin item 11,Single Origin,15.40,15
2024-05-17,SO-011,Single Origin item 11,Single Origin,15.40,14
2024-05-20,SO-011,Single Origin item 11,Single Origin,15.40,24
2024-05-22,SO-011,Single Origin item 11,Single Origin,15.40,24
2024-05-27,SO-011,Single Origin item 11,Single Origin,15.40,39
2024-06-03,SO-011,Single Origin item 11,Single Origin,15.40,45
2024-06-10,SO-011,Single Origin item 11,Single Origin,12.67,26
2024-06-12,SO-011,Single Origin item 11,Single Origin,12.67,26
2024-06-17,SO-011,Single Origin item 11,Single Origin,15.40,36
2024-06-24,SO-011,Single Origin item 11,Single Origin,15.40,26
2024-07-01,SO-011,Single Origin item 11,Single Origin,15.40,13
2024-07-03,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-07-05,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-07-08,SO-011,Single Origin item 11,Single Origin,15.40,34
2024-07-15,SO-011,Single Origin item 11,Single Origin,15.40,34
2024-07-22,SO-011,Single Origin item 11,Single Origin,15.40,13
2024-07-24,SO-011,Single Origin item 11,Single Origin,15.40,13
2024-07-26,SO-011,Single Origin item 11,Single Origin,15.40,12
2024-07-29,SO-011,Single Origin item 11,Single Origin,16.35,10
2024-07-31,SO-011,Single Origin item 11,Single Origin,16.35,10
2024-08-02,SO-011,Single Origin item 11,Single Origin,16.35,9
2024-08-05,SO-011,Single Origin item 11,Single Origin,16.35,20
2024-08-07,SO-011,Single Origin item 11,Single Origin,16.35,20
2024-08-12,SO-011,Single Origin item 11,Single Origin,16.35,20
2024-08-14,SO-011,Single Origin item 11,Single Origin,16.35,20
2024-08-19,SO-011,Single Origin item 11,Single Origin,16.35,40
2024-08-26,SO-011,Single Origin item 11,Single Origin,16.35,30
2024-09-02,SO-011,Single Origin item 11,Single Origin,12.22,20
2024-09-04,SO-011,Single Origin item 11,Single Origin,12.22,20
2024-09-09,SO-011,Single Origin item 11,Single Origin,16.35,29
2024-09-16,SO-011,Single Origin item 11,Single Origin,16.35,12
2024-09-18,SO-011,Single Origin item 11,Single Origin,16.35,12
2024-09-20,SO-011,Single Origin item 11,Single Origin,16.35,12
2024-09-23,SO-011,Single Origin item 11,Single Origin,16.35,51
2024-09-30,SO-011,Single Origin item 11,Single Origin,14.00,44
2024-10-07,SO-011,Single Origin item 11,Single Origin,16.35,20
2024-10-09,SO-011,Single Origin item 11,Single Origin,16.35,19
2024-10-14,SO-011,Single Origin item 11,Single Origin,16.35,35
2024-10-21,SO-011,Single Origin item 11,Single Origin,16.35,39
2024-10-28,SO-011,Single Origin item 11,Single Origin,12.88,22
2024-10-30,SO-011,Single Origin item 11,Single Origin,12.88,22
2024-11-04,SO-011,Single Origin item 11,Single Origin,14.56,53
2024-11-11,SO-011,Single Origin item 11,Single Origin,16.35,45
2024-11-18,SO-011,Single Origin item 11,Single Origin,16.35,46
2024-11-25,SO-011,Single Origin item 11,Single Origin,16.35,14
2024-11-27,SO-011,Single Origin item 11,Single Origin,16.35,13
2024-11-29,SO-011,Single Origin item 11,Single Origin,16.35,13
2024-12-02,SO-011,Single Origin item 11,Single Origin,16.35,14
2024-12-04,SO-011,Single Origin item 11,Single Origin,16.35,14
2024-12-09,SO-011,Single Origin item 11,Single Origin,16.35,40
2024-12-16,SO-011,Single Origin item 11,Single Origin,12.00,38
2024-12-23,SO-011,Single Origin item 11,Single Origin,16.35,18
2024-12-25,SO-011,Single Origin item 11,Single Origin,16.35,17
2024-01-01,SO-012,Single Origin item 12,Single Origin,27.20,85
2024-01-08,SO-012,Single Origin item 12,Single Origin,27.20,24
2024-01-10,SO-012,Single Origin item 12,Single Origin,27.20,23
2024-01-12,SO-012,Single Origin item 12,Single Origin,27.20,23
2024-01-15,SO-012,Single Origin item 12,Single Origin,27.20,36
2024-01-17,SO-012,Single Origin item 12,Single Origin,27.20,36
2024-01-22,SO-012,Single Origin item 12,Single Origin,27.20,21
2024-01-24,SO-012,Single Origin item 12,Single Origin,27.20,21
2024-01-26,SO-012,Single Origin item 12,Single Origin,27.20,20
2024-01-29,SO-012,Single Origin item 12,Single Origin,27.20,29
2024-01-31,SO-012,Single Origin item 12,Single Origin,27.20,29
2024-02-05,SO-012,Single Origin item 12,Single Origin,22.02,21
2024-02-07,SO-012,Single Origin item 12,Single Origin,22.02,21
2024-02-09,SO-012,Single Origin item 12,Single Origin,22.02,21
2024-02-12,SO-012,Single Origin item 12,Single Origin,27.20,41
2024-02-14,SO-012,Single Origin item 12,Single Origin,27.20,41
2024-02-19,SO-012,Single Origin item 12,Single Origin,27.20,33
2024-02-21,SO-012,Single Origin item 12,Single Origin,27.20,33
2024-02-26,SO-012,Single Origin item 12,Single Origin,27.89,75
2024-03-04,SO-012,Single Origin item 12,Single Origin,27.89,28
2024-03-06,SO-012,Single Origin item 12,Single Origin,27.89,27
2024-03-11,SO-012,Single Origin item 12,Single Origin,27.89,35
2024-03-13,SO-012,Single Origin item 12,Single Origin,27.89,34
2024-03-18,SO-012,Single Origin item 12,Single Origin,29.41,70
2024-03-25,SO-012,Single Origin item 12,Single Origin,29.41,73
2024-04-01,SO-012,Single Origin item 12,Single Origin,29.41,66
2024-04-08,SO-012,Single Origin item 12,Single Origin,29.41,26
2024-04-10,SO-012,Single Origin item 12,Single Origin,29.41,26
2024-04-12,SO-012,Single Origin item 12,Single Origin,29.41,26
2024-04-15,SO-012,Single Origin item 12,Single Origin,29.41,29
2024-04-17,SO-012,Single Origin item 12,Single Origin,29.41,29
2024-04-19,SO-012,Single Origin item 12,Single Origin,29.41,28
2024-04-22,SO-012,Single Origin item 12,Single Origin,20.68,78
2024-04-29,SO-012,Single Origin item 12,Single Origin,29.41,26
2024-05-01,SO-012,Single Origin item 12,Single Origin,29.41,25
2024-05-06,SO-012,Single Origin item 12,Single Origin,29.41,43
2024-05-08,SO-012,Single Origin item 12,Single Origin,29.41,43
2024-05-13,SO-012,Single Origin item 12,Single Origin,29.41,48
2024-05-20,SO-012,Single Origin item 12,Single Origin,29.41,53
2024-05-27,SO-012,Single Origin item 12,Single Origin,29.41,47
2024-06-03,SO-012,Single Origin item 12,Single Origin,31.72,22
2024-06-05,SO-012,Single Origin item 12,Single Origin,31.72,21
2024-06-10,SO-012,Single Origin item 12,Single Origin,31.72,34
2024-06-12,SO-012,Single Origin item 12,Single Origin,31.72,34
2024-06-17,SO-012,Single Origin item 12,Single Origin,24.09,51
2024-06-19,SO-012,Single Origin item 12,Single Origin,24.09,51
2024-06-24,SO-012,Single Origin item 12,Single Origin,31.72,70
2024-07-01,SO-012,Single Origin item 12,Single Origin,23.84,73
2024-07-08,SO-012,Single Origin item 12,Single Origin,31.72,49
2024-07-15,SO-012,Single Origin item 12,Single Origin,23.31,19
2024-07-17,SO-012,Single Origin item 12,Single Origin,23.31,19
2024-07-19,SO-012,Single Origin item 12,Single Origin,23.31,18
2024-07-22,SO-012,Single Origin item 12,Single Origin,24.61,26
2024-07-24,SO-012,Single Origin item 12,Single Origin,24.61,25
2024-07-26,SO-012,Single Origin item 12,Single Origin,24.61,25
2024-07-29,SO-012,Single Origin item 12,Single Origin,31.72,41
2024-07-31,SO-012,Single Origin item 12,Single Origin,31.72,40
2024-08-05,SO-012,Single Origin item 12,Single Origin,29.06,62
2024-08-12,SO-012,Single Origin item 12,Single Origin,29.06,50
2024-08-19,SO-012,Single Origin item 12,Single Origin,29.06,33
2024-08-21,SO-012,Single Origin item 12,Single Origin,29.06,32
2024-08-26,SO-012,Single Origin item 12,Single Origin,29.06,22
2024-08-28,SO-012,Single Origin item 12,Single Origin,29.06,22
2024-08-30,SO-012,Single Origin item 12,Single Origin,29.06,21
2024-09-02,SO-012,Single Origin item 12,Single Origin,29.06,66
2024-09-09,SO-012,Single Origin item 12,Single Origin,29.06,15
2024-09-11,SO-012,Single Origin item 12,Single Origin,29.06,15
2024-09-13,SO-012,Single Origin item 12,Single Origin,29.06,14
